JAHR,KT,Status,Inst,Adr,Ort,Typ,Notfalldienst,Infrastruktur1,Infrastruktur2,Infrastruktur3,Infrastruktur4,RWStatus,Akt,SL,WB,AnzStand,SA,RForm,LA,AmbKonsT,Ptage,PtageStatT,PtageStatMST,Aust,AustStatT,AustStatMST,Neug,NeugStatT,NeugStatMST,pAkutPT,Ops,Gebs,CMIb,CMIn,pAuPat,pPatWAU,pAkPat,pPatWAK,pZusVers,pPatLKP,pPatHOK,TeilsP,Leist,FMHKat,PersA,PersAWB,PersP,PersMT,PersS,PersT,StdBelA,StdBelP,PersAFall,PersPFall,PersMTFall,PersSFall,PersTFall,PersAFallMS,PersPFallMS,PersMTFallMS,PersTFallMS,AnzBelA,AnzBelP (nur ab KZP2010),pMRI_AMB,pMRI_STAT,pCT_AMB,pCT_STAT,pANGIO_AMB,pANGIO_STAT,pDIA_AMB,pDIA_STAT,AwBesold,AwInvest,AwSonst,AwT,EtMedL,EtSonst,EtSubv,EtDef,EtT,FiErg,EtAmb,AmbKonsA,PtageStatA,PtageStatMSA,AustStatA,AustStatMSA,Betten,BettenStatA,DAD,DADakut,DADStatA,DADStatMSA,DADlong,pBettenBel,pBettenBelStatA,CMIbA,CMInA,KostAmbA,KostOKPAmbA,KostStatA,KostKVGStatA,AnlKVGStatA,KostZvOKPStatA,AnlZvOKPStatA,KostLangA,AuftragLFA,KostAWLFA,KostWBLFA,KostForLFA,ErlAmbStatLangA,ErlAmbA,ErlOKPAmbA,ErlStatA,ErlKVGStatA,ErlKVGStatVA,ErlZvOKPStatA,ErlZvOKPStatVA,ErlLangA,AmbKonsP,PtageStatP,PtageStatMSP,AustStatP,AustStatMSP,BettenStatP,DADStatP,DADStatMSP,pBettenBelStatP,DMI_P,KostAmbP,KostOKPAmbP,KostStatP,KostKVGStatP,AnlKVGStatP,KostZvOKPStatP,AnlZvOKPStatP,KostLangP,AuftragLFP,KostAWLFP,KostWBLFP,KostForLFP,ErlAmbStatLangP,ErlAmbP,ErlOKPAmbP,ErlStatP,ErlKVGStatP,ErlKVGStatVP,ErlZvOKPStatP,ErlZvOKPStatVP,ErlLangP,AmbKonsR,PtageStatR,PtageStatMSR,AustStatR,AustStatMSR,BettenStatR,DADStatR,DADStatMSR,pBettenBelStatR,DMI_R,KostAmbR,KostOKPAmbR,KostStatR,KostKVGStatR,AnlKVGStatR,KostZvOKPStatR,AnlZvOKPStatR,KostLangR,AuftragLFR,KostAWLFR,KostWBLFR,KostForLFR,ErlAmbStatLangR,ErlAmbR,ErlOKPAmbR,ErlStatR,ErlKVGStatR,ErlKVGStatVR,ErlZvOKPStatR,ErlZvOKPStatVR,ErlLangR,AmbKonsB,PtageStatB,PtageStatMSB,AustStatB,AustStatMSB,BettenStatB,DADStatB,DADStatMSB,pBettenBelStatB,CMIbB,CMInB,KostAmbB,KostOKPAmbB,KostStatB,KostKVGStatB,AnlKVGStatB,KostZvOKPStatB,AnlZvOKPStatB,KostLangB,AuftragLFB,KostAWLFB,KostWBLFB,KostForLFB,ErlAmbStatLangB,ErlAmbB,ErlOKPAmbB,ErlStatB,ErlKVGStatB,ErlKVGStatVB,ErlZvOKPStatB,ErlZvOKPStatVB,ErlLangB,PTageLang,AustLang,KostLangT
2011,SO,,Klinik Pallas,Louis Giroud­Strasse 20,4600 Olten,K235,,,,,,priv,A,,"MSt, Arzt, BGs",1,Lito,,,,,2258,,,946,,,0,,,3,0,NA,NA,,0.3233,,39.7838,,18.4267,89.6552,,,,1.6,,17.43,0.38,,26.89,,,0.17,1.84,0.04,,2.84,,,,,25,0,,,,,,,,,3337213,1013131,11975284,16897019,18063601,64271,105000,,,1335853,,,2258,,946,,,6.8,,,2.4,,,,91.5,,,8857665,8857665,7375458,4600370,341181,0,0,0,92505,,,,,12450350,12386079,5782522,3931987,97.3,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SO,,Privatklinik Obach,Leopoldstrasse 5,4500 Solothurn,K123,,,,,,priv,A,,"Arzt, BGs",1,,,,,,13408,,,3251,,,454,,,3,2,0.803,0.745,,0,,15.4798,,28.6663,91.7622,,,,0,,46.1,12.9,,91.72,,,0,1.42,0.4,,2.82,,,,,43,0,,,,,,,,,8107794,1210395,7150714,23198457,19575543,3924354,0,,,301440,,,13408,,3251,,,40,,,4.1,,,,91.8,,,2319348,0,20879109,0,0,0,0,0,0,,,,,2349987,0,21149910,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SO,,Solothurner Spitäler AG,Schöngrünstrasse 36a,4500 Solothurn,K112,,,,,,oeff,"A, P, R","NF, IPS","MSt, Arzt, BGs",8,"MRI, CT, PET, CC, Lito",,,,,221439,,,25550,,,1135,,,17,7,0.872,0.9,,0.5749,,11.8212,,19.5912,95.0026,,,,361.49,,1241.35,132.55,,2430.66,,,1.41,4.86,0.52,,9.51,,,,,21,0,,,,,,,,,305285536,58518504,105263943,471267983,227230725,21932904,226030912,,,3927027,,,132364,,22281,,,403.1,,,5.9,,,,90,,,103074828,91814534,244365340,177904640,18668820,55224140,5694430,11866732,3099361,,,,,95087398,64493751,273588133,66210220,100,18878670,100,11015456,,65177,,2199,,196.2,29.6,,91,,19853423,17563346,39070737,35612984,4377140,1064083,123351,2554610,563971,,,,,15438877,8658285,42648288,14105866,100,469487,100,3185653,,23898,,1070,,71.2,22.3,,92,,2222227,1998164,20603163,15616163,1956028,4261981,520266,0,19060,,,,,1954481,1326960,21309352,4371993,100,552928,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SZ,,Aeskulap­Klinik,Gersauerstrasse 8,6440 Brunnen,K123,,,,,,priv,A,,BGs,1,,,,,,3171,,,170,,,0,,,0,0,0.818,1.615,,6.6265,,83.871,,42.1687,98.7952,,,,20.65,,13.21,34.95,,117.36,,,12.15,7.77,20.56,,69.04,,,,,2,1,,,,,,,,,11037268,1270239,6450767,18758274,16403309,455254,1865206,,,-1690173,,,3171,,170,,,19.6,,,18.7,,,,44.4,,,14175238,11084134,4095187,2305456,303368,1623228,213596,0,0,,,,,13631090,10248327,3102323,1542357,100,1085945,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SZ,,Regionalspital Einsiedeln,Spitalstrasse 28,8840 Einsiedeln,K123,,,,,,oeff,A,NF,"Arzt, BGs",1,CT,,,,,12044,,,3032,,,160,,,2,2,0.772,0.742,,1.1198,,9.2796,,18.3204,83.7636,,,,8.09,,82.24,24.3,,165.33,,,0.27,2.71,0.8,,5.45,,,,,21,0,,,,,,,,,16728963,3400135,12949524,33078622,20929117,2347205,10907967,,,1105667,,,12044,,3032,,,49,,,4,,,,67.3,,,5927527,5076314,24675800,16180317,1211822,4336218,324539,0,0,,,,,4904804,4220614,25817981,14186905,53.1,3801406,53.1,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SZ,,Spital Lachen,Oberdorfstrasse 41,8853 Lachen SZ,K122,,,,,,oeff,A,"NF, IPS","MSt, Arzt, BGs",1,"MRI, CT",,,,,28181,,,5500,,,390,,,4,2,0.795,0.795,,0.5208,,10.1672,,21.9086,92.1539,,,,69.64,,196.88,57.85,,452.74,,,1.27,3.58,1.05,,8.23,,,,,29,0,,,,,,,,,48140004,4232327,24182145,76554476,48051483,7255689,21247304,,,-227432,,,28181,,5500,,,102.4,,,5.1,,,,75.4,,,25667010,23115232,50902689,34822801,2227099,15820871,674624,0,0,,,,,22249984,18809517,47837475,29172396,53.5,8836794,53.5,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,SZ,,Spital Schwyz,Waldeggstrasse 10,6430 Schwyz,K122,,,,,,oeff,A,"NF, IPS","MSt, Arzt, BGs",1,"MRI, CT",,,,,33456,,,5905,,,395,,,4,2,0.809,0.824,,0.8562,,7.7723,,18.0117,91.7552,,,,49.97,,246.29,29.42,,443.01,,,0.85,4.17,0.5,,7.5,,,,,16,0,,,,,,,,,44011502,5179641,24098957,73425628,44324687,3495577,28206131,,,2600767,,,33456,,5905,,,110,,,5.7,,,,83.3,,,16584696,16584696,53702202,37601511,4676194,13358391,1786526,274430,607576,,,,,14556286,0,53597991,34901751,45.3,16204737,75.5,246144,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Bindersgartenklinik AG Nachbehandlungsklinik,Im Bindersgarten 3,8274 Tägerwilen,K221,,,,,,priv,R,,BGs,1,,,,,,4370,,,204,,,0,,,0,0,NA,NA,,0,,1.7751,,9.4675,98.2249,,,,0,,13.37,1.16,,21.68,,,0,6.55,0.57,,10.63,,,,,1,0,,,,,,,,,1606054,223074,156498,2030832,2029501,7650,0,,,6315,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,4370,,204,,12,21.4,,99.8,,0,0,217130,0,0,0,0,271968,0,,,,,0,0,989567,985895,100,0,NA,1072031,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Clienia Littenheid AG Klinik für Psychiatrie und Psychotherapie,Hauptstrasse 130,9573 Littenheid,K211,,,,,,priv,P,,"Arzt, BGs",1,,,,,,67520,,,1301,,,0,,,0,0,NA,NA,,1.6271,,56.2371,,10.4407,98.7119,,,,28.52,,166.14,35.43,,326.94,,,2.19,12.77,2.72,,25.13,,,,,0,0,,,,,,,,,33893556,4415305,7900124,46208985,40386857,2563848,3600000,,,341721,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,67520,,1301,,203.5,51.9,,90.9,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Helios Klinik Zihlschlacht AG,Hauptstrasse 2­4,8588 Zihlschlacht,K221,,,,,,priv,R,,"Arzt, BGs",1,,,,,,33781,,,724,,,0,,,0,0,NA,NA,,2.0025,,63.3461,,32.1652,7.7597,,,,13.84,,114.94,67.85,,261.04,,,1.91,15.88,9.37,,36.06,,,,,5,0,,,,,,,,,20145746,4100442,7810418,32679370,34114876,1390614,0,,,2892219,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,33781,,724,,100,46.7,,92.6,,1054740,1054740,29494994,19872586,608389,9622408,282202,0,0,,,,,1152312,1149832,33568982,19901384,100,13511391,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Herz­Neuro­Zentrum Bodensee AG,Weinbergstrasse 1,8280 Kreuzlingen,K231,,,,,,priv,A,"NF, IPS","Arzt, BGs",1,,,,,,10943,,,1868,,,0,,,2,0,1.809,1.738,,3.4295,,3.7768,,18.6717,95.9717,,,,40.32,,83.46,39.92,,207.53,,,2.16,4.47,2.14,,11.11,,,,,0,0,,,,,,,,,16222921,2442333,16287050,35143661,28590350,7383248,0,,,976499,,,10943,,1868,,,34,,,5.9,,,,88.2,,,1378094,1341929,33562092,29651671,1309037,3655442,160053,0,0,,,,,0,1794471,607585,25777097,100,7417594,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Klinik Aadorf AG Klinische Psychotherapie,Fohrenbergstrasse 23,8355 Aadorf,K212,,,,,,priv,P,,"Arzt, BGs",1,,,,,,18726,,,276,,,0,,,0,0,NA,NA,,1.5198,,80.2469,,40.1216,100,,,,3.73,,18.14,15.84,,59.5,,,1.35,6.57,5.74,,21.56,,,,,0,1,,,,,,,,,6917723,698566,1779324,9581619,10329780,181867,0,,,932208,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,18726,,276,,55,67.8,,93.3,,269480,269480,9422975,5025545,602050,3685057,441462,0,0,,,,,184795,0,10493471,4808188,100,3423493,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Klinik Schloss Mammern,Dr. A. O. Fleisch­Strasse 3,8265 Mammern,K221,,,,,,priv,"A, R",,"Arzt, BGs",1,CT,,,,,39799,,,2252,,,0,,,0,0,NA,NA,,3.8889,,71.9075,,85.0556,99.8889,,,,5.93,,52.84,36.24,,223.07,,,0.26,2.35,1.61,,9.91,,,,,8,0,,,,,,,,,19436354,3597480,7311838,30345672,28143826,3060956,0,,,717015,,,6010,,517,,,19,,,11.6,,,,86.7,,,1214613,1214613,1235074,144919,19783,925943,157768,967805,0,,,,,580820,489558,1081738,113077,100,852118,100,1522351,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,33789,,1735,,106,19.5,,87.3,,213795,213795,27714735,2761490,462329,24115721,4122811,0,0,,,,,118030,110820,27581066,2189330,100,23186085,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Klinik Seeschau AG,Bernrainstrasse 17,8280 Kreuzlingen,K123,,,,,,priv,A,,BGs,1,,,,,,6520,,,1078,,,38,,,3,2,0.838,0.824,,0.7156,,5.6757,,56.2612,80.322,,,,3.6,,23.35,7.5,,56.95,,,0.33,2.17,0.7,,5.28,,,,,18,0,,,,,,,,,5316835,2626456,9229610,17172901,17420660,66598,0,,,314356,,,6520,,1078,,,20,,,6,,,,89.2,,,5615210,5104084,11281894,2842739,390283,4013494,551017,0,0,,,,,4611150,4191776,12729679,2239418,100,3126450,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,kneipp­hof Dussnang AG Rehabilitationsklinik,Kurhausstrasse 34,8374 Dussnang,K221,,,,,,priv,R,,BGs,1,,,,,,21759,,,1330,,,0,,,0,0,NA,NA,,0.07,,77.9412,,35.7593,99.5801,,,,5,,26.65,25.03,,130.83,,,0.38,2,1.88,,9.84,,,,,0,0,,,,,,,,,9606972,1671832,4761599,16040403,9085210,6118992,0,,,9041,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,21759,,1330,,65.2,16.4,,91.5,,6894520,6871150,9521039,6094087,34232,1797422,0,0,0,,,,,5661808,5661808,7818689,5394895,100,2032861,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Perlavita AG,Seestrasse 78,8267 Berlingen,K221,,,,,,priv,R,,,1,,,,,,2659,,,132,,,0,,,0,0,NA,NA,,0,,27.2727,,28.7879,100,,,,0,,8.96,0,,8.96,,,0,6.79,0,,6.79,,,,,0,0,,,,,,,,,557826,278216,414435,1268757,764977,147,0,,,-503633,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,2659,,132,,10,20.1,,72.8,,0,0,1268757,1268757,278215,0,0,0,0,,,,,0,0,765124,764977,100,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen,Waldeggstrasse 8a,8500 Frauenfeld,K112,,,,,,oeff,A,"NF, IPS","Arzt, BGs",2,"MRI, CT, PET, CC, LB",,,,,175334,,,25301,,,1821,,,15,10,0.849,0.873,,0.8962,,5.789,,15.3172,94.4742,,,,310.22,,894.01,286.34,,1906.23,,,1.23,3.53,1.13,,7.53,,,,,37,2,,,,,,,,,200613586,30304270,97782668,328700524,210947402,17663714,105380497,,,5291089,,,175334,,25301,,,515,,,6.9,,,,93.3,,,92493839,79126365,215843204,156582335,12178528,47800032,3773390,0,0,,,,,106962936,79389326,218257155,67947262,100,38666141,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Spital Thurgau AG Klinik St. Katharinental,St. Katharinental,8253 Diessenhofen,K221,,,,,,oeff,R,,"Arzt, BGs",1,,,,,,19172,,,1012,,,0,,,0,0,NA,NA,,0.4808,,21.5459,,22.1154,92.0192,,,,8.91,,35.51,19.74,,104.9,,,0.88,3.51,1.95,,10.37,,,,,0,0,,,,,,,,,11008518,1620973,3113992,15743483,9373392,1233357,5259618,,,127387,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,19172,,1012,,60,18.9,,87.5,,1858095,1693906,12565688,8726214,755714,2607537,253249,0,0,,,,,1853486,1695705,12657834,3882050,100,1478350,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Spital Thurgau AG Psychiatrische Klinik Münsterlingen,Seeblickstrasse 3,8596 Münsterlingen,K211,,,,,,oeff,P,,"Arzt, BGs",1,,,,,,88992,,,2278,,,0,,,0,0,NA,NA,,0.495,,7.4129,,0,0,,,,56.53,,192.72,29.5,,417.46,,,2.48,8.46,1.29,,18.33,,,,,0,0,,,,,,,,,41465086,4881338,14269793,60616217,26691400,3003985,30304530,,,-616301,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,88992,,2278,,230,39.1,,106,,7040451,6574132,44472978,42630318,3234970,0,0,0,0,,,,,9058627,5109119,44043034,19372067,100,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TG,,Venenklinik Bellevue,Brückenstrasse 9,8280 Kreuzlingen,K231,,,,,,priv,A,,,1,,,,,,1447,,,526,,,0,,,2,0,0.623,0.548,,13.6882,,29.5154,,24.3346,93.9163,,,,4.75,,9.09,2.3,,27.07,,,0.9,1.73,0.44,,5.15,,,,,1,0,,,,,,,,,3603295,901318,1577750,6082363,6020560,69014,0,,,9591,,,1447,,526,,,0.6,,,2.8,,,,640.3,,,3175388,3229968,2904981,2039138,329827,848625,114411,0,0,,,,,3298579,3237018,2778402,1629912,100,1171159,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TI,,Cardiocentro Ticino (CCT),Via Tesserete 48,6900 Lugano,K123,,,,,,priv,A,IPS,"Arzt, BGs",1,MRI,,,,,12655,,,2879,,,0,,,2,0,1.806,1.665,,3.931,,4.5944,,22.7241,96.1034,,,,46.43,,112.14,15.93,,261.25,,,1.61,3.9,0.55,,9.07,,,,,3,0,,,,,,,,,29914808,3491020,33394567,66800395,64425516,1565241,0,,,-809638,,,12655,,2879,,,30,,,4.4,,,,115.6,,,6629513,8128337,60338506,43828010,1642530,14462506,519118,0,0,,,,,5956465,5223842,59347878,39605712,100,17516086,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TI,,Clinica Ars Medica SA,Via Cantonale,6929 Gravesano,K231,,,,,,priv,A,NF,"MSt, BGs",1,"MRI, CT",,,,,16742,,,2996,,,0,,,5,0,1.005,0.966,,5.5648,,3.458,,31.123,69.4768,,,,14.66,,86.51,27.24,,191.43,,,0.49,2.89,0.91,,6.39,,,,,18,0,,,,,,,,,16994536,2869610,19941141,40215777,35623314,2780433,167009,,,-167009,,,16742,,2996,,,70,,,5.6,,,,65.5,,,7377947,7193944,33813260,17600134,1491953,8610954,729945,0,0,,,,,7776989,7535066,30828155,12565091,100,6147534,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TI,,Clinica Dr. Spinedi c/o Clinica Santa Croce,Via al Parco 27,6644 Orselina,K235,,,,,,priv,A,,,1,,,,,,3744,,,332,,,0,,,0,0,NA,NA,,91.2651,,82.7586,,100,3.6145,,,,6.17,,3.07,0,,11.79,,,1.86,0.92,0,,3.55,,,,,0,0,,,,,,,,,1081062,190554,403119,1761027,1759332,181295,0,,,265892,,,3744,,332,,,15,,,11.3,,,,68.4,,,0,0,1616301,0,0,0,0,0,0,,,,,0,0,1940627,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TI,,Clinica fondazione G. Varini,Via Consiglio Mezzano 38,6644 Orselina,K123,,,,,,priv,"A, R",,"Arzt, BGs",1,,,,,,15511,,,762,,,0,,,0,0,0.701,1.625,,0.2509,,3.1447,,24.9686,97.9925,,,,3.89,,29.71,5.78,,52.5,,,0.51,3.9,0.76,,6.89,,,,,3,0,,,,,,,,,4923549,300391,1049038,6272978,5777837,12703,353217,,,-244897,,,12835,,610,,,40,,,21,,,,87.9,,,25658,23839,5263106,3633133,319879,1399564,131373,0,0,,,,,25142,25142,4812561,2826207,96.8,1711829,100,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,2676,,152,,8,17.6,,91.6,,0,0,1195434,863104,69625,332331,28428,0,0,,,,,0,0,1031059,595553,96.9,435506,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
2011,TI,,Clinica Hildebrand Centro di riabilitazione Brissago,Via Crodolo 18,6614 Brissago,K221,,,,,,priv,R,,"Arzt, BGs",1,,,,,,34957,,,809,,,0,,,0,0,NA,NA,,10.0111,,5.3152,,32.1468,87.0968,,,,10.08,,98.01,67.42,,252.1,,,1.25,12.11,8.33,,31.16,,,,,0,0,,,,,,,,,21057428,2821296,5134600,29013324,27745889,911216,0,,,-356219,,,0,,0,,,0,,,NA,,,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,0,,0,,0,NA,,NA,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,34957,,809,,90,43.2,,106.4,,2296087,1496907,24899958,15581542,1382612,4615232,447994,0,0,,,,,1701064,1017032,25411196,13908076,100,5219649,100,0,,0,,0,,0,NA,,NA,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,NA,0,NA,0,,,
